Age,Items Purchased,Total Spent,Discount (%),Satisfaction Score,Warranty Extension,Gender,Region,Product Category,Payment Method,Revenue,Store Rating,Loyalty Score,Membership Status,Preferred Visit Time
52,12,408.5256220545768,9.147437794542313,1.4947389792115269,0,Male,North,Laptop,Credit Card,529.8289235852416,4.352041278509106,11.48190445105132,1,Morning
50,2,68.61986604139769,43.13801339586024,1.0,0,Female,East,Mobile,Net Banking,-30.82562755854589,4.016309065928563,0.0,0,Morning
22,2,54.95912448238221,44.50408755176178,1.7074108809620905,0,Female,East,Tablet,Debit Card,208.59559879000275,3.906184021007024,4.308126629330932,0,Morning
59,6,183.93357881304613,31.606642118695387,1.7106604933721283,0,Female,South,Accessories,Cash,151.0891328616566,4.019924253707043,9.560747381150524,1,Morning
56,11,536.7243985203851,5.0,4.456900417296323,0,Male,West,Accessories,Credit Card,2309.2079935758693,3.762215110792166,34.562451609273424,0,Morning
58,10,282.0719670306091,21.79280329693909,4.851975438295032,0,Female,East,Television,Net Banking,1190.0290780656253,4.336941326293234,24.281083714733576,1,Morning
45,9,216.34144617689464,28.36585538231053,2.538333225946768,0,Female,South,Television,UPI,489.733697663115,3.758021667441536,13.73294915243736,0,Afternoon
24,13,305.7775050503758,19.422249494962426,3.162689824282646,0,Female,East,Laptop,Debit Card,808.9666909964751,3.950941622600611,22.90675624870168,0,Afternoon
26,4,124.08704577857878,37.591295422142124,2.8005277392958874,0,Male,West,Mobile,Net Banking,193.910861667418,4.04562314601207,17.35618071612815,0,Morning
25,6,249.49923123055825,25.05007687694418,1.744774322418453,0,Male,South,Tablet,Cash,448.4816294698958,3.737948584089241,12.48930428112439,1,Evening
29,7,155.4671051261759,34.453289487382406,4.691709022206867,0,Male,West,Tablet,Cash,340.00660929258305,3.919197211363612,25.37709812561912,1,Evening
51,13,517.7297378490495,5.0,3.6012021320244783,1,Female,South,Accessories,UPI,1847.181990137749,3.9142588384834367,17.47285294156933,0,Evening
50,11,173.14268198952527,32.685731801047474,3.045284952579429,0,Male,West,Tablet,Credit Card,275.2592547782574,3.654924822324383,12.21777924138502,1,Afternoon
65,6,177.97592537662865,32.202407462337135,4.647424931085975,1,Female,East,Laptop,Credit Card,523.0507684689442,4.122572742646108,22.27052418619842,0,Afternoon
40,8,337.24221825678035,16.275778174321964,1.0,0,Female,East,Television,Net Banking,369.1861490640807,3.66132503257088,7.17497496274039,0,Afternoon
41,4,107.4226138084204,39.25773861915796,1.0,1,Female,West,Accessories,Net Banking,40.28764918226173,3.8974003113938287,9.694450195414053,1,Afternoon
54,12,416.76958260706783,8.323041739293217,5.0,0,Male,East,Mobile,Credit Card,2076.138207430569,3.928691317948996,29.264801778779287,0,Morning
52,1,22.17427314890688,47.78257268510932,2.536231826951119,1,Female,East,Accessories,Credit Card,150.01038044833342,3.737757001446578,10.993783904525392,0,Morning
61,7,286.7888708259122,21.321112917408776,2.524897507482644,0,Female,South,Tablet,Net Banking,549.9727601765888,4.138288481228123,14.650268931307966,1,Evening
57,3,50.48930584321975,44.95106941567803,1.0,0,Male,West,Laptop,Debit Card,55.26739320267379,3.9334751407676105,9.628374021089748,0,Evening
39,14,627.7458959889952,5.0,5.0,0,Other,South,Mobile,Cash,2921.4311019731576,3.669462314069269,31.660185543054627,0,Morning
44,6,131.62124114855033,36.83787588514497,3.6833106166487126,0,Male,East,Accessories,Cash,403.5089917671541,4.028395399520928,21.73533269680933,1,Evening
52,2,91.20786221958316,40.87921377804169,1.0,1,Female,East,Tablet,UPI,260.73587460850985,4.497362098334473,4.459778310860376,0,Afternoon
18,9,246.0467110096629,25.395328899033707,1.0,0,Male,North,Accessories,Cash,114.0498900893366,4.000924262772697,1.6778836358750109,0,Evening
52,1,40.29392510660704,45.970607489339294,1.0,0,Female,West,Mobile,Net Banking,90.61143899272672,4.031590711886292,7.365001371289885,1,Afternoon
54,6,157.03731253509957,34.29626874649004,2.82909439220878,0,Female,West,Tablet,Debit Card,374.2489693751361,3.7170912675779335,16.68416660293822,0,Evening
64,6,280.241450959276,21.9758549040724,2.20427633913265,0,Male,South,Television,Net Banking,406.9744601066319,3.89646172814618,16.726290396708272,0,Afternoon
31,5,97.16149696571551,40.28385030342845,2.3302026096218538,0,Female,West,Mobile,Credit Card,84.36072290006058,3.7681731783988095,12.874908401605474,0,Evening
20,13,276.2265041190324,22.37734958809676,1.34199182751556,0,Female,South,Television,Credit Card,156.90909351820827,3.767287774089317,16.731895232235075,1,Afternoon
18,5,161.28027190279042,33.87197280972096,1.0,0,Female,East,Television,Cash,212.7365503341847,4.031630250766184,3.786934102321955,1,Morning
22,1,17.867845366335114,48.21321546336649,1.0,0,Male,North,Tablet,Debit Card,23.284551438336763,4.464011884683183,1.916591127040446,0,Morning
43,10,218.5930646456167,28.14069353543833,2.312394939482369,0,Male,East,Accessories,UPI,340.66698798270806,3.70521551354357,13.197279844260656,0,Afternoon
31,12,576.381880529046,5.0,5.0,0,Female,South,Accessories,Net Banking,2994.2458137411627,4.139933071081546,29.87878116514401,1,Morning
56,5,245.88569070088025,25.411430929911976,1.0,0,Male,South,Laptop,UPI,53.20090609814383,3.4163545822733328,6.873531598852801,1,Evening
44,2,56.33815305312953,44.36618469468705,1.0,0,Female,North,Mobile,UPI,209.8454390112749,4.26553075705452,5.268695285718253,0,Morning
26,7,331.2050751484142,16.87949248515858,2.2838731427483463,0,Male,East,Mobile,UPI,463.3421610169426,4.012074580267805,13.76726990470572,0,Afternoon
32,3,102.20659094571036,39.77934090542897,2.817377452756591,1,Male,West,Tablet,UPI,171.3334196336546,3.873733468068616,13.473616530883463,0,Morning
32,13,317.732821972564,18.2267178027436,5.0,0,Female,North,Tablet,Net Banking,1179.2484413467507,4.207255075231891,25.20540600067648,1,Evening
43,4,158.3358209512838,34.16641790487162,3.958784977789749,1,Female,West,Laptop,Credit Card,380.654496943905,4.0043652666823,23.045551262696417,1,Afternoon
59,3,114.18468969036,38.581531030964,1.0,0,Female,East,Laptop,Net Banking,66.04136192973027,4.092343002618984,9.717120487246014,0,Morning
30,3,148.858158506417,35.1141841493583,1.0,1,Female,North,Television,Credit Card,75.6136377431019,4.164093360493351,16.372887949671885,0,Morning
68,4,97.10662023729968,40.28933797627003,1.9643354323327875,0,Female,East,Laptop,Credit Card,188.9048736593952,4.140653312303821,11.899498219472504,0,Morning
49,5,192.6104129658037,30.73895870341963,3.196304152853888,0,Female,East,Accessories,Net Banking,564.1711049616961,3.954080192111211,21.294262664548256,1,Evening
56,1,16.82083142603064,48.31791685739694,1.0,0,Other,West,Television,Net Banking,47.3783573903548,3.9186910168084848,5.819011256704432,0,Morning
66,4,75.91044541754071,42.40895545824593,1.0,0,Female,West,Laptop,Net Banking,126.05644186539676,4.131556630385587,7.877615980326694,1,Evening
69,12,181.6457174794592,31.835428252054083,1.0,1,Female,West,Accessories,Credit Card,329.9166264048972,4.1373330386025495,6.600204839321594,0,Afternoon
49,12,599.7734860450628,5.0,5.0,1,Male,East,Accessories,Net Banking,2829.1250377616734,4.209556026017944,30.1318995267975,1,Evening
21,11,473.8753734017789,5.0,5.0,0,Female,South,Television,Debit Card,2391.2953502594783,3.594994887340979,29.02761483180453,0,Morning
47,8,340.2824441253914,15.971755587460862,4.937439166458888,0,Male,East,Television,Cash,1714.3374215133922,4.085260182889512,33.779792701045025,0,Afternoon
54,10,328.4041263508629,17.159587364913712,3.572548308072709,1,Male,South,Accessories,Cash,1203.33050881153,3.892297170532702,26.49519743561191,1,Morning
40,7,178.5164353118328,32.14835646881672,2.4467319661948,0,Male,North,Tablet,Debit Card,509.2961363036862,4.553522438745856,11.505827437137295,0,Morning
56,9,182.6482496057429,31.73517503942571,1.9962134127796367,0,Male,West,Television,Cash,371.7082838452058,4.058571303043073,13.307760595555996,0,Evening
62,5,124.81807929813117,37.518192070186885,2.619419541418277,0,Male,West,Mobile,Credit Card,369.4008482941613,3.7745899459153054,13.559304991463328,0,Morning
32,13,366.0669059777583,13.393309402224167,4.286400362759405,0,Female,East,Tablet,Net Banking,1360.5691338292074,3.923646080099045,30.472176806318533,0,Evening
60,10,414.70853394310296,8.529146605689704,4.2785606595256045,1,Female,South,Mobile,Net Banking,1664.8814413937982,3.2914984045874003,21.979057142456703,1,Afternoon
46,4,135.55265044644133,36.44473495535587,1.0,0,Male,North,Laptop,Net Banking,116.39051104719634,4.184570108849735,9.769958389383689,0,Afternoon
53,8,141.69541543553515,35.830458456446486,1.5795370044403136,0,Female,East,Television,Debit Card,127.28560988346176,3.926146057980138,9.615081164932722,1,Afternoon
30,9,140.67913782205736,35.932086217794264,2.375974135899124,0,Female,North,Television,Debit Card,278.8049649382376,4.095065532776288,7.720980861743436,0,Morning
49,13,241.5611416879987,25.84388583120013,2.9505621946761096,1,Female,South,Accessories,Credit Card,526.0734775803066,3.6440738651337714,22.93357876349429,0,Evening
24,7,205.572184855858,29.442781514414204,2.817374685249087,0,Male,West,Television,Debit Card,464.8726497441233,4.207417297286882,10.949688169915367,1,Morning
68,14,667.2645293540189,5.0,5.0,1,Female,West,Mobile,Net Banking,3081.431927560071,3.362445199711772,28.612156759357504,1,Morning
39,7,261.1636078962593,23.88363921037407,3.141963924455768,0,Male,South,Tablet,Credit Card,621.2414536610805,3.546224791027485,14.59173147811935,0,Evening
45,5,215.3195324782152,28.468046752178488,1.0,1,Male,West,Laptop,Credit Card,335.5856527739945,4.377337847830916,11.058039197724057,0,Morning
19,4,125.2924432306368,37.47075567693632,3.020138004294706,1,Male,East,Tablet,Net Banking,306.10643916803247,4.196816730550792,14.524560834150073,0,Afternoon
59,14,387.216380765571,11.2783619234429,1.1397671323178749,0,Female,South,Mobile,UPI,575.0314889066169,3.8611786385782847,6.082242123351099,0,Evening
62,10,187.940130450818,31.205986954918203,1.0,1,Female,West,Laptop,Net Banking,118.73356058367943,3.899058281630423,8.71844726718139,1,Afternoon
23,1,45.65765577651717,45.43423442234828,1.12827108720531,0,Male,South,Accessories,Credit Card,53.27919257296861,3.682964860913773,2.772104441163113,0,Morning
45,10,424.106010159766,7.589398984023404,5.0,0,Male,North,Television,UPI,2031.0875659482888,3.944712789333065,30.637976597462355,0,Morning
45,10,208.84133415920385,29.11586658407962,1.0,1,Female,East,Television,Net Banking,178.5665399218589,4.073529364306196,8.182720091034092,0,Afternoon
61,7,230.50383814968384,26.94961618503162,1.5394034195233384,0,Female,East,Accessories,Net Banking,169.78321346695938,4.159935717842752,10.761174890466922,0,Morning
61,1,32.05811827724357,46.79418817227564,1.0,0,Male,East,Mobile,UPI,123.74227796060156,3.861397072142957,0.0,0,Morning
37,1,36.8782043440285,46.31217956559715,1.0,0,Female,West,Accessories,UPI,-28.759836027510104,3.536635876809632,8.857363972965887,0,Evening
